STATEFP,COUNTYFP,NetReturns,NetIndividuals,NetAGI,realNETAGI,year
40,27,-11,-18,-361,-418.76,2013
48,27,-7,-10,-38,-44.08,2013
34,29,34,78,2535,2940.6,2013
36,29,38,44,2637,3058.92,2013
42,29,18,51,4723,5478.68,2013
48,29,15,32,6712,7785.92,2013
8,31,-28,-30,-1629,-1889.64,2013
12,31,-7,-27,-5688,-6598.08,2013
17,31,75,162,9939,11529.24,2013
23,31,10,21,1078,1250.48,2013
24,31,76,152,9883,11464.28,2013
32,31,5,13,74,85.84,2013
34,31,14,30,1046,1213.36,2013
37,31,-20,-66,-6791,-7877.56,2013
45,31,11,17,401,465.16,2013
12,33,14,20,-10,-11.6,2013
22,33,-39,-197,-1660,-1925.6,2013
24,33,-16,-7,-139,-161.24,2013
37,33,-11,-42,-435,-504.6,2013
45,33,-10,-28,-231,-267.96,2013
53,33,-75,-131,6614,7672.24,2013
48,339,-14,-36,-1115,-1293.4,2013
8,35,-6,-8,-938,-1088.08,2013
12,35,-5,-7,-206,-238.96,2013
34,35,21,41,1648,1911.68,2013
37,35,62,101,3441,3991.56,2013
39,35,44,73,960,1113.6,2013
45,35,-4,8,-271,-314.36,2013
49,35,0,1,77,89.32,2013
6,37,34,137,52288,60654.08,2013
24,37,15,29,844,979.04,2013
27,37,15,35,867,1005.72,2013
34,37,17,27,1076,1248.16,2013
37,37,-213,-649,-49016,-56858.56,2013
47,37,-34,-74,-4416,-5122.56,2013
34,39,61,135,3934,4563.44,2013
48,39,-13,-23,-693,-803.88,2013
54,39,12,17,962,1115.92,2013
8,41,-6,-6,-1530,-1774.8,2013
37,41,10,18,728,844.48,2013
39,41,-1,-8,-79,-91.64,2013
42,41,6,-1,347,402.52,2013
45,41,5,12,409,474.44,2013
51,41,7,-13,-85,-98.6,2013
48,423,11,19,365,423.4,2013
17,43,35,80,3541,4107.56,2013
42,43,-7,-14,83,96.28,2013
45,43,-1,-7,-646,-749.36,2013
48,439,-8,-36,158,183.28,2013
24,45,19,35,804,932.64,2013
36,45,8,23,286,331.76,2013
37,45,-4,-4,-282,-327.12,2013
42,45,18,47,2528,2932.48,2013
45,45,-14,-46,-4596,-5331.36,2013
48,453,-93,-86,-8278,-9602.48,2013
28,47,-12,-27,-285,-330.6,2013
36,47,84,191,5955,6907.8,2013
37,47,-5,0,158,183.28,2013
26,49,15,30,975,1131,2013
37,49,99,166,3695,4286.2,2013
39,49,2,-17,686,795.76,2013
42,49,10,21,570,661.2,2013
49,49,15,50,433,502.28,2013
48,491,18,58,2859,3316.44,2013
13,51,30,52,1253,1453.48,2013
22,51,-24,-53,-825,-957,2013
37,51,261,460,12707,14740.12,2013
41,51,-5,-13,-395,-458.2,2013
45,51,-15,-35,-3668,-4254.88,2013
24,510,-9,16,923,1070.68,2013
29,510,-13,-18,-622,-721.52,2013
51,510,4,34,2576,2988.16,2013
12,53,-11,-24,-306,-354.96,2013
27,53,43,98,3852,4468.32,2013
53,53,-3,1,-132,-153.12,2013
51,540,21,25,1041,1207.56,2013
12,55,10,20,429,497.64,2013
31,55,14,19,657,762.12,2013
36,55,80,141,5299,6146.84,2013
37,55,28,40,1484,1721.44,2013
45,55,-10,-19,-782,-907.12,2013
51,550,14,34,1178,1366.48,2013
12,57,42,100,2205,2557.8,2013
13,57,-5,-13,-307,-356.12,2013
18,57,-11,-34,-793,-919.88,2013
37,57,17,7,595,690.2,2013
39,57,16,30,676,784.16,2013
45,57,-14,-26,-1121,-1300.36,2013
6,59,29,68,2223,2578.68,2013
8,59,-25,-43,-3073,-3564.68,2013
13,59,6,19,-427,-495.32,2013
36,59,103,225,8385,9726.6,2013
37,59,8,10,302,350.32,2013
51,59,108,163,13800,16008,2013
51,590,32,55,1123,1302.68,2013
51,600,10,17,1022,1185.52,2013
6,61,0,-1,-272,-315.52,2013
12,61,-13,-26,-859,-996.44,2013
36,61,-23,27,7171,8318.36,2013
37,61,111,361,2501,2901.16,2013
39,61,10,21,1759,2040.44,2013
51,61,16,24,1164,1350.24,2013
53,61,3,24,707,820.12,2013
54,61,17,49,1468,1702.88,2013
13,63,-1,8,-263,-305.08,2013
36,63,19,28,611,708.76,2013
37,63,-241,330,17761,20602.76,2013
45,63,4,27,839,973.24,2013
53,63,-20,-46,-1038,-1204.08,2013
6,65,15,17,693,803.88,2013
26,65,2,6,323,374.68,2013
36,65,21,38,1100,1276,2013
37,65,37,80,908,1053.28,2013
47,65,7,9,401,465.16,2013
51,650,9,31,357,414.12,2013
6,67,-3,5,223,258.68,2013
13,67,2,4,4743,5501.88,2013
21,67,38,65,2934,3403.44,2013
36,67,61,109,2792,3238.72,2013
37,67,115,208,6720,7795.2,2013
41,67,2,3,-411,-476.76,2013
51,680,11,14,330,382.8,2013
8,69,23,43,1878,2178.48,2013
12,69,8,14,430,498.8,2013
36,69,12,26,1169,1356.04,2013
37,69,-221,-704,-9755,-11315.8,2013
42,69,16,27,767,889.72,2013
51,700,28,36,1657,1922.12,2013
6,71,5,-4,188,218.08,2013
12,71,5,19,-242,-280.72,2013
22,71,-2,2,74,85.84,2013
36,71,47,93,2450,2842,2013
37,71,-5,-17,-1426,-1654.16,2013
42,71,-2,-6,-341,-395.56,2013
51,710,18,44,-435,-504.6,2013
1,73,26,36,1584,1837.44,2013
6,73,-2,2,3264,3786.24,2013
12,73,18,38,1191,1381.56,2013
13,73,1,3,225,261,2013
51,740,17,43,807,936.12,2013
6,75,-41,-21,4,4.64,2013
36,75,10,22,573,664.68,2013
51,760,-20,-33,878,1018.48,2013
26,77,23,51,2371,2750.36,2013
29,77,10,25,684,793.44,2013
36,77,12,27,556,644.96,2013
37,77,-50,-151,-3026,-3510.16,2013
42,77,27,66,1906,2210.96,2013
45,77,8,9,-337,-390.92,2013
51,770,10,19,920,1067.2,2013
37,79,-3,8,-20,-23.2,2013
42,79,18,28,664,770.24,2013
45,79,17,22,-1232,-1429.12,2013
55,79,27,48,1865,2163.4,2013
51,800,3,12,236,273.76,2013
1,81,-21,-38,-957,-1110.12,2013
6,81,-19,-37,-518,-600.88,2013
12,81,0,-8,-192,-222.72,2013
26,81,8,-11,-257,-298.12,2013
36,81,96,196,5571,6462.36,2013
37,81,135,135,7933,9202.28,2013
51,810,38,83,2288,2654.08,2013
6,83,16,38,2627,3047.32,2013
12,83,3,3,37,42.92,2013
36,83,12,17,527,611.32,2013
37,83,42,81,1085,1258.6,2013
45,83,-5,-20,231,267.96,2013
51,83,39,71,2186,2535.76,2013
6,85,-9,43,5991,6949.56,2013
12,85,15,30,884,1025.44,2013
36,85,29,61,1531,1775.96,2013
37,85,8,-78,461,534.76,2013
39,85,17,34,720,835.2,2013
45,85,10,16,230,266.8,2013
48,85,-28,-64,-2517,-2919.72,2013
12,86,107,113,3422,3969.52,2013
36,87,18,52,1450,1682,2013
37,87,3,-2,-677,-785.32,2013
51,87,-26,-41,-140,-162.4,2013
1,89,-7,-12,-165,-191.4,2013
13,89,0,-27,-293,-339.88,2013
17,89,10,18,833,966.28,2013
18,89,14,25,385,446.6,2013
37,89,-10,-33,-1543,-1789.88,2013
12,91,12,31,327,379.32,2013
20,91,25,50,2814,3264.24,2013
36,91,21,54,1539,1785.24,2013
37,91,25,40,1798,2085.68,2013
42,91,14,41,1127,1307.32,2013
45,91,-8,-39,-1610,-1867.6,2013
36,93,12,16,596,691.36,2013
37,93,14,24,1067,1237.72,2013
39,93,13,26,1067,1237.72,2013
47,93,16,53,-6678,-7746.48,2013
6,95,-13,-23,-344,-399.04,2013
12,95,35,84,678,786.48,2013
29,95,7,26,999,1158.84,2013
39,95,24,43,1461,1694.76,2013
42,95,21,47,1952,2264.32,2013
51,95,-13,-40,-460,-533.6,2013
1,97,4,8,306,354.96,2013
6,97,-11,-29,-494,-573.04,2013
12,97,4,14,482,559.12,2013
13,97,-12,-27,-318,-368.88,2013
17,97,14,18,3276,3800.16,2013
18,97,10,29,1056,1224.96,2013
37,97,4,-19,-1669,-1936.04,2013
12,99,70,166,4023,4666.68,2013
26,99,15,27,574,665.84,2013
37,99,4,0,-306,-354.96,2013
39,99,16,33,680,788.8,2013
6,1,-2,42,1627,1854.78,2014
9,1,115,262,15051,17158.14,2014
11,1,16,32,6445,7347.3,2014
12,1,37,69,2577,2937.78,2014
35,1,1,9,-653,-744.42,2014
36,1,36,67,2382,2715.48,2014
37,1,-235,-577,-10634,-12122.76,2014
9,3,58,135,5139,5858.46,2014
10,3,28,77,4300,4902,2014
15,3,3,-5,98,111.72,2014
24,3,36,79,3512,4003.68,2014
32,3,4,3,113,128.82,2014
34,3,45,99,3763,4289.82,2014
42,3,27,52,-2378,-2710.92,2014
51,3,24,41,2473,2819.22,2014
8,5,5,15,547,623.58,2014
9,5,21,50,1033,1177.62,2014
24,5,1,14,1818,2072.52,2014
34,5,37,87,1703,1941.42,2014
36,5,48,120,2449,2791.86,2014
34,7,25,52,1516,1728.24,2014
36,7,30,45,1267,1444.38,2014
44,7,44,78,2941,3352.74,2014
50,7,27,63,2012,2293.68,2014
9,9,71,150,5039,5744.46,2014
12,9,-7,-18,-710,-809.4,2014
25,9,41,107,4542,5177.88,2014
12,101,-3,4,1300,1482,2014
37,101,-629,-1571,-30576,-34856.64,2014
42,101,2,26,1994,2273.16,2014
12,103,52,98,3699,4216.86,2014
36,103,173,398,10073,11483.22,2014
12,105,-1,-31,111,126.54,2014
37,105,111,464,2440,2781.6,2014
37,107,10,7,-250,-285,2014
51,107,55,128,5721,6521.94,2014
12,109,2,4,-2223,-2534.22,2014
37,109,20,34,1011,1152.54,2014
9,11,30,69,2305,2627.7,2014
12,11,65,101,333,379.62,2014
33,11,23,67,3580,4081.2,2014
42,11,25,52,1685,1920.9,2014
6,111,21,58,2772,3160.08,2014
21,111,7,22,315,359.1,2014
36,111,28,49,1525,1738.5,2014
39,113,26,38,1182,1347.48,2014
48,113,-58,-112,-6266,-7143.24,2014
12,115,-1,-2,-3988,-4546.32,2014
12,117,22,50,2441,2782.74,2014
37,117,31,55,999,1138.86,2014
51,117,0,-5,-859,-979.26,2014
36,119,97,189,6252,7127.28,2014
37,119,-228,-310,-1271,-1448.94,2014
13,121,-141,-121,-11364,-12954.96,2014
48,121,2,-6,-621,-707.94,2014
51,121,38,66,2395,2730.3,2014
26,125,53,132,4602,5246.28,2014
37,125,35,31,-1472,-1678.08,2014
12,127,-1,-9,-816,-930.24,2014
37,127,104,146,5823,6638.22,2014
37,129,22,-23,-6992,-7970.88,2014
4,13,18,69,4510,5141.4,2014
6,13,-20,-18,166,189.24,2014
8,13,-5,-6,-312,-355.68,2014
34,13,91,222,7013,7994.82,2014
37,13,12,5,285,324.9,2014
45,13,-7,-12,-3394,-3869.16,2014
51,13,36,42,4932,5622.48,2014
37,131,29,52,1973,2249.22,2014
37,133,76,159,2683,3058.62,2014
13,135,-28,-70,-1682,-1917.48,2014
37,135,753,1119,54979,62676.06,2014
37,139,15,20,193,220.02,2014
37,141,-16,-60,-2863,-3263.82,2014
48,141,20,45,627,714.78,2014
37,145,-53,-161,-3243,-3697.02,2014
37,147,300,521,12939,14750.46,2014
37,15,4,2,320,364.8,2014
45,15,-4,-3,-148,-168.72,2014
37,151,39,20,3464,3948.96,2014
19,153,22,37,1580,1801.2,2014
37,153,22,48,738,841.32,2014
39,153,38,78,2605,2969.7,2014
51,153,39,83,4211,4800.54,2014
37,155,44,87,2147,2447.58,2014
37,157,22,32,779,888.06,2014
47,157,5,31,982,1119.48,2014
48,157,-26,-77,-2297,-2618.58,2014
37,159,3,2,281,320.34,2014
26,161,49,69,2693,3070.02,2014
51,161,30,71,3669,4182.66,2014
26,163,19,52,1971,2246.94,2014
37,163,45,62,2295,2616.3,2014
37,165,27,46,1208,1377.12,2014
25,17,81,209,12101,13795.14,2014
34,17,85,169,5387,6141.18,2014
37,17,0,2,298,339.72,2014
42,17,5,7,1216,1386.24,2014
37,171,28,41,1062,1210.68,2014
37,179,-11,-28,32,36.48,2014
47,179,24,42,1032,1176.48,2014
51,179,20,43,1024,1167.36,2014
37,181,15,-69,1347,1535.58,2014
37,183,1029,2255,55076,62786.64,2014
37,185,-5,3,545,621.3,2014
47,187,21,52,1574,1794.36,2014
29,189,12,27,1073,1223.22,2014
37,189,30,42,1321,1505.94,2014
4,19,5,8,608,693.12,2014
17,19,20,38,935,1065.9,2014
34,19,29,62,3143,3583.02,2014
37,19,-74,-153,-5722,-6523.08,2014
45,19,-61,-97,-4659,-5311.26,2014
37,191,117,220,4536,5171.04,2014
37,195,8,5,3538,4033.32,2014
17,197,30,65,2192,2498.88,2014
48,201,-88,-193,-4551,-5188.14,2014
12,21,-16,-60,-5962,-6796.68,2014
24,21,9,33,1616,1842.24,2014
25,21,44,115,7569,8628.66,2014
34,21,32,68,2871,3272.94,2014
37,21,-51,-84,-4667,-5320.38,2014
25,23,26,43,2523,2876.22,2014
34,23,53,167,5119,5835.66,2014
37,23,-1,-14,-516,-588.24,2014
25,25,34,67,3640,4149.6,2014
34,25,47,88,3466,3951.24,2014
37,25,-5,-20,2,2.28,2014
55,25,4,7,701,799.14,2014
24,27,13,38,3135,3573.9,2014
25,27,48,123,7983,9100.62,2014
34,27,48,109,5421,6179.94,2014
36,27,42,85,2804,3196.56,2014
37,27,-20,-42,-1109,-1264.26,2014
34,29,31,62,1736,1979.04,2014
36,29,44,57,1448,1650.72,2014
42,29,19,39,2106,2400.84,2014
48,29,-12,-28,-298,-339.72,2014
8,31,-31,-41,-2809,-3202.26,2014
12,31,-7,-14,1261,1437.54,2014
17,31,94,227,8199,9346.86,2014
24,31,49,122,10438,11899.32,2014
34,31,35,72,2175,2479.5,2014
37,31,-19,-46,-4062,-4630.68,2014
24,33,20,54,2144,2444.16,2014
37,33,25,47,1020,1162.8,2014
53,33,-83,-62,-5817,-6631.38,2014
34,35,48,127,8386,9560.04,2014
37,35,24,14,309,352.26,2014
39,35,52,99,2986,3404.04,2014
45,35,-26,-57,-1470,-1675.8,2014
49,35,-2,27,510,581.4,2014
6,37,35,140,6384,7277.76,2014
37,37,-547,-1283,-64602,-73646.28,2014
47,37,-44,-60,-5109,-5824.26,2014
34,39,23,85,3909,4456.26,2014
54,39,23,44,1514,1725.96,2014
8,41,-7,27,178,202.92,2014
45,41,14,22,506,576.84,2014
51,41,21,33,1361,1551.54,2014
17,43,25,77,4742,5405.88,2014
48,439,-35,-59,-552,-629.28,2014
37,45,24,39,925,1054.5,2014
42,45,-25,-49,-1396,-1591.44,2014
45,45,6,35,614,699.96,2014
48,453,-376,-918,-10272,-11710.08,2014
36,47,120,272,7980,9097.2,2014
37,47,38,65,1572,1792.08,2014
37,49,57,103,1811,2064.54,2014
39,49,8,-11,2115,2411.1,2014
42,49,36,62,1239,1412.46,2014
49,49,27,95,1550,1767,2014
48,491,34,93,3127,3564.78,2014
13,51,7,35,804,916.56,2014
37,51,257,453,13865,15806.1,2014
41,51,-4,-3,-416,-474.24,2014
45,51,-78,-151,-5243,-5977.02,2014
24,510,33,55,4057,4624.98,2014
51,510,3,18,1573,1793.22,2014
27,53,46,68,7531,8585.34,2014
53,53,26,64,1505,1715.7,2014
36,55,90,161,5771,6578.94,2014
37,55,-6,-15,-1607,-1831.98,2014
51,550,6,15,89,101.46,2014
12,57,28,28,-74,-84.36,2014
13,57,-21,-39,-1061,-1209.54,2014
18,57,5,15,1532,1746.48,2014
37,57,3,-2,227,258.78,2014
45,57,-20,-42,-1747,-1991.58,2014
6,59,50,152,6906,7872.84,2014
8,59,-2,-3,234,266.76,2014
36,59,126,254,10539,12014.46,2014
51,59,66,137,14415,16433.1,2014
36,61,-31,25,10185,11610.9,2014
37,61,-10,-59,567,646.38,2014
39,61,18,22,491,559.74,2014
37,63,-292,349,4798,5469.72,2014
45,63,-5,-7,38,43.32,2014
6,65,9,29,1237,1410.18,2014
36,65,24,53,1663,1895.82,2014
37,65,14,13,736,839.04,2014
47,65,-20,-37,-1340,-1527.6,2014
51,650,27,48,472,538.08,2014
6,67,-3,-5,86,98.04,2014
13,67,-35,-27,284,323.76,2014
21,67,4,9,53,60.42,2014
36,67,63,112,3551,4048.14,2014
37,67,121,108,6448,7350.72,2014
41,67,-4,-9,274,312.36,2014
51,680,29,53,1288,1468.32,2014
12,69,-25,-48,-1393,-1588.02,2014
37,69,-146,-386,-6303,-7185.42,2014
42,69,21,48,1767,2014.38,2014
51,700,2,11,311,354.54,2014
12,71,8,3,-175,-199.5,2014
36,71,53,101,2535,2889.9,2014
37,71,-4,-31,-270,-307.8,2014
42,71,31,66,2244,2558.16,2014
51,710,-2,3,-217,-247.38,2014
1,73,18,39,704,802.56,2014
6,73,-21,-21,-1567,-1786.38,2014
12,73,25,55,1623,1850.22,2014
6,75,-38,-33,-1458,-1662.12,2014
51,760,-23,-31,103,117.42,2014
37,77,-115,-322,-10129,-11547.06,2014
51,770,64,90,3428,3907.92,2014
45,79,10,11,1582,1803.48,2014
55,79,23,54,2271,2588.94,2014
51,800,20,33,1159,1321.26,2014
6,81,26,50,4322,4927.08,2014
12,81,-9,3,-580,-661.2,2014
26,81,6,12,115,131.1,2014
36,81,179,378,12614,14379.96,2014
37,81,175,170,21120,24076.8,2014
51,810,65,95,3689,4205.46,2014
12,83,20,38,946,1078.44,2014
37,83,61,123,2427,2766.78,2014
45,83,20,10,-226,-257.64,2014
51,83,-3,-7,-19,-21.66,2014
6,85,-28,5,-237,-270.18,2014
36,85,20,42,1670,1903.8,2014
37,85,-58,-116,-3053,-3480.42,2014
48,85,-11,-42,-1704,-1942.56,2014
12,86,32,79,1397,1592.58,2014
36,87,27,55,2025,2308.5,2014
37,87,-24,-35,-1249,-1423.86,2014
51,87,10,9,857,976.98,2014
1,89,20,42,1460,1664.4,2014
13,89,-57,-126,-1620,-1846.8,2014
17,89,21,51,1699,1936.86,2014
37,89,-13,-21,-726,-827.64,2014
12,91,20,49,952,1085.28,2014
20,91,9,18,923,1052.22,2014
36,91,27,54,1417,1615.38,2014
37,91,29,50,814,927.96,2014
42,91,4,31,416,474.24,2014
45,91,1,7,1049,1195.86,2014
37,93,14,46,700,798,2014
47,93,2,-3,448,510.72,2014
12,95,20,58,-968,-1103.52,2014
42,95,20,47,2305,2627.7,2014
51,95,24,46,1969,2244.66,2014
12,97,2,24,548,624.72,2014
17,97,16,58,2931,3341.34,2014
18,97,33,83,2882,3285.48,2014
37,97,37,56,1666,1899.24,2014
12,99,20,69,500,570,2014
26,99,21,48,1273,1451.22,2014
6,1,-7,3,2261,2577.54,2015
9,1,40,74,5323,6068.22,2015
11,1,-7,16,2839,3236.46,2015
36,1,23,38,1893,2158.02,2015
37,1,-188,-491,-7661,-8733.54,2015
9,3,11,35,1796,2047.44,2015
10,3,5,2,268,305.52,2015
15,3,-10,-11,-320,-364.8,2015
24,3,4,9,393,448.02,2015
32,3,-30,-42,-1397,-1592.58,2015
34,3,46,99,1488,1696.32,2015
42,3,50,70,98,111.72,2015
8,5,-24,-42,-1968,-2243.52,2015
24,5,19,47,1775,2023.5,2015
34,5,27,50,1554,1771.56,2015
36,5,60,108,2539,2894.46,2015
34,7,20,44,1729,1971.06,2015
36,7,28,37,1328,1513.92,2015
44,7,20,35,1282,1461.48,2015
50,7,23,34,1746,1990.44,2015
9,9,42,72,2976,3392.64,2015
12,9,1,-12,220,250.8,2015
25,9,36,84,4058,4626.12,2015
37,101,-564,-1466,-38169,-43512.66,2015
42,101,11,19,1500,1710,2015
12,103,-6,9,-2946,-3358.44,2015
36,103,122,232,6481,7388.34,2015
12,105,-2,2,-128,-145.92,2015
37,105,64,169,1269,1446.66,2015
37,107,52,85,2206,2514.84,2015
51,107,33,71,2075,2365.5,2015
12,11,23,66,-725,-826.5,2015
33,11,21,50,7210,8219.4,2015
21,111,22,36,1490,1698.6,2015
39,113,27,48,1430,1630.2,2015
48,113,-10,3,2410,2747.4,2015
12,117,15,23,-3,-3.42,2015
51,117,22,37,2834,3230.76,2015
36,119,59,115,6376,7268.64,2015
37,119,-223,-410,-12736,-14519.04,2015
13,121,-69,-118,-2906,-3312.84,2015
51,121,28,39,1382,1575.48,2015
26,125,16,31,651,742.14,2015
37,125,36,18,-843,-961.02,2015
12,127,13,30,461,525.54,2015
37,127,131,304,5089,5801.46,2015
37,129,2,-30,-36453,-41556.42,2015
4,13,28,63,3040,3465.6,2015
6,13,1,-8,-1384,-1577.76,2015
8,13,-22,-29,-1090,-1242.6,2015
34,13,35,71,1372,1564.08,2015
37,13,19,36,557,634.98,2015
45,13,11,14,986,1124.04,2015
51,13,10,31,1517,1729.38,2015
37,131,29,41,838,955.32,2015
37,133,52,107,2276,2594.64,2015
13,135,-43,-81,-1725,-1966.5,2015
37,135,217,80,5983,6820.62,2015
37,139,29,56,1094,1247.16,2015
37,141,-10,-43,-1824,-2079.36,2015
37,145,-67,-159,-3425,-3904.5,2015
37,147,206,264,8128,9265.92,2015
45,15,-29,-61,-3569,-4068.66,2015
37,151,6,-2,1514,1725.96,2015
37,153,21,35,640,729.6,2015
39,153,28,59,2174,2478.36,2015
51,153,18,39,2157,2458.98,2015
37,155,9,-5,12,13.68,2015
37,157,21,30,1039,1184.46,2015
47,157,25,47,2230,2542.2,2015
37,159,17,23,378,430.92,2015
51,161,28,51,2272,2590.08,2015
26,163,28,39,1090,1242.6,2015
37,163,83,174,2322,2647.08,2015
37,165,20,38,1010,1151.4,2015
37,167,20,31,824,939.36,2015
25,17,28,65,3093,3526.02,2015
34,17,38,87,3186,3632.04,2015
42,17,23,39,1848,2106.72,2015
37,179,27,28,-84,-95.76,2015
37,181,60,107,4041,4606.74,2015
37,183,791,1931,89042,101507.88,2015
37,185,43,89,973,1109.22,2015
29,189,28,50,2654,3025.56,2015
37,189,34,40,-1771,-2018.94,2015
4,19,-20,-28,-952,-1085.28,2015
37,19,-2,-21,-10767,-12274.38,2015
45,19,-2,23,-4039,-4604.46,2015
37,191,70,136,5519,6291.66,2015
37,195,59,93,5289,6029.46,2015
48,201,-21,-51,1353,1542.42,2015
24,21,20,26,1560,1778.4,2015
25,21,30,71,2881,3284.34,2015
34,21,26,54,2150,2451,2015
37,21,12,-1,-3401,-3877.14,2015
34,23,50,123,4217,4807.38,2015
25,25,-23,-14,-728,-829.92,2015
34,25,27,51,2454,2797.56,2015
37,25,17,5,331,377.34,2015
55,25,23,39,1134,1292.76,2015
24,27,29,69,2137,2436.18,2015
25,27,31,82,3453,3936.42,2015
34,27,40,91,6995,7974.3,2015
36,27,31,51,1666,1899.24,2015
34,29,27,53,2184,2489.76,2015
36,29,-6,-26,51,58.14,2015
42,29,7,25,762,868.68,2015
48,29,-3,3,529,603.06,2015
8,31,-37,-47,-2668,-3041.52,2015
12,31,4,18,771,878.94,2015
17,31,74,168,6882,7845.48,2015
24,31,2,49,3771,4298.94,2015
34,31,35,71,1806,2058.84,2015
37,31,-78,-138,-8189,-9335.46,2015
24,33,19,41,564,642.96,2015
37,33,28,63,2489,2837.46,2015
53,33,-38,-73,-6227,-7098.78,2015
34,35,45,94,3725,4246.5,2015
37,35,13,11,690,786.6,2015
39,35,19,40,1013,1154.82,2015
49,35,5,19,265,302.1,2015
6,37,15,65,1464,1668.96,2015
37,37,-257,-722,-56198,-64065.72,2015
47,37,-46,-73,-3330,-3796.2,2015
34,39,30,56,2564,2922.96,2015
54,39,23,37,1700,1938,2015
8,41,-1,4,-54,-61.56,2015
51,41,-7,-20,-215,-245.1,2015
17,43,6,15,136,155.04,2015
48,439,-21,-46,63,71.82,2015
45,45,-13,-39,-1777,-2025.78,2015
48,453,65,131,-253,-288.42,2015
36,47,16,108,1977,2253.78,2015
37,47,-22,-41,-721,-821.94,2015
37,49,41,63,1958,2232.12,2015
39,49,-24,-37,666,759.24,2015
48,491,26,56,2350,2679,2015
13,51,8,25,-156,-177.84,2015
37,51,240,391,13059,14887.26,2015
45,51,-11,-19,-5511,-6282.54,2015
24,510,-1,16,856,975.84,2015
51,510,8,20,719,819.66,2015
27,53,12,31,2056,2343.84,2015
36,55,21,36,1354,1543.56,2015
37,55,33,50,1175,1339.5,2015
51,550,9,17,340,387.6,2015
12,57,4,25,-220,-250.8,2015
37,57,18,20,1347,1535.58,2015
6,59,17,40,2076,2366.64,2015
36,59,89,176,5611,6396.54,2015
51,59,86,145,11274,12852.36,2015
36,61,-60,-5,3214,3663.96,2015
37,61,30,55,1229,1401.06,2015
39,61,25,39,1503,1713.42,2015
13,63,-33,-86,-791,-901.74,2015
37,63,74,1056,21905,24971.7,2015
45,63,23,37,1011,1152.54,2015
