STATEFP,COUNTYFP,NetReturns,NetIndividuals,NetAGI,realNETAGI,year
12,83,20,34,981,1039.86,2019
37,83,0,-10,1288,1365.28,2019
45,83,0,-1,-487,-516.22,2019
6,85,-105,23,-822,-871.32,2019
36,85,35,78,1628,1725.68,2019
37,85,-260,-514,-16381,-17363.86,2019
48,85,-42,-91,-3319,-3518.14,2019
12,86,70,130,4606,4882.36,2019
36,87,33,56,2305,2443.3,2019
37,87,28,41,1680,1780.8,2019
51,87,25,60,2117,2244.02,2019
1,89,-5,-15,0,0,2019
13,89,-24,4,-1768,-1874.08,2019
37,89,-9,-24,-2065,-2188.9,2019
12,91,-21,-35,-2086,-2211.16,2019
20,91,24,54,2092,2217.52,2019
36,91,29,65,3015,3195.9,2019
37,91,24,43,811,859.66,2019
42,91,44,73,4589,4864.34,2019
45,91,-4,2,-1235,-1309.1,2019
37,93,25,63,993,1052.58,2019
47,93,-13,-29,-1603,-1699.18,2019
12,95,28,46,2864,3035.84,2019
29,95,20,45,1162,1231.72,2019
39,95,20,35,885,938.1,2019
12,97,13,32,313,331.78,2019
17,97,51,118,13264,14059.84,2019
18,97,-4,-25,763,808.78,2019
37,97,11,6,334,354.04,2019
12,99,83,115,5355,5676.3,2019
26,99,26,51,2052,2175.12,2019
6,1,99,231,20029,21030.45,2020
8,1,0,14,-83,-87.15,2020
9,1,89,208,15352,16119.6,2020
11,1,117,179,20126,21132.3,2020
12,1,38,40,982,1031.1,2020
16,1,20,34,1735,1821.75,2020
35,1,1,13,842,884.1,2020
36,1,28,42,2088,2192.4,2020
37,1,-792,-1634,-32784,-34423.2,2020
9,3,66,159,8180,8589,2020
10,3,24,61,1795,1884.75,2020
15,3,7,22,1868,1961.4,2020
24,3,28,96,3789,3978.45,2020
32,3,-1,37,58,60.9,2020
34,3,106,231,8231,8642.55,2020
42,3,73,121,5436,5707.8,2020
44,3,20,37,1461,1534.05,2020
51,3,3,10,-327,-343.35,2020
8,5,23,59,2725,2861.25,2020
24,5,85,178,9025,9476.25,2020
25,5,27,58,1771,1859.55,2020
34,5,23,69,2593,2722.65,2020
36,5,98,202,4820,5061,2020
34,7,33,64,2118,2223.9,2020
36,7,41,59,3093,3247.65,2020
44,7,5,36,1369,1437.45,2020
50,7,29,42,2460,2583,2020
9,9,45,76,4504,4729.2,2020
12,9,6,6,-783,-822.15,2020
25,9,11,32,-73,-76.65,2020
37,9,-31,-58,-4053,-4255.65,2020
12,101,13,21,392,411.6,2020
37,101,-1975,-4420,-109266,-114729.3,2020
42,101,29,93,3866,4059.3,2020
12,103,7,13,-1545,-1622.25,2020
36,103,313,667,26260,27573,2020
12,105,9,26,72,75.6,2020
37,105,-149,-324,-7568,-7946.4,2020
37,107,4,-13,245,257.25,2020
51,107,63,144,11794,12383.7,2020
12,109,-19,-44,-1991,-2090.55,2020
37,109,-3,-21,-3836,-4027.8,2020
40,109,-22,-44,-1549,-1626.45,2020
9,11,21,30,1063,1116.15,2020
12,11,184,427,14065,14768.25,2020
33,11,32,69,3656,3838.8,2020
37,11,-21,-38,-2412,-2532.6,2020
6,111,34,71,4425,4646.25,2020
12,111,32,64,1822,1913.1,2020
21,111,4,-13,-199,-208.95,2020
39,113,44,86,2667,2800.35,2020
48,113,24,94,147,154.35,2020
12,115,-2,3,-776,-814.8,2020
12,117,29,35,1574,1652.7,2020
13,117,6,-1,2070,2173.5,2020
37,117,-27,-43,-1532,-1608.6,2020
51,117,-30,-63,-3089,-3243.45,2020
5,119,24,41,1925,2021.25,2020
36,119,99,199,14164,14872.2,2020
37,119,-110,-171,-2775,-2913.75,2020
13,121,-54,-77,-3303,-3468.15,2020
48,121,16,32,1296,1360.8,2020
51,121,19,25,1412,1482.6,2020
26,125,33,79,4521,4747.05,2020
37,125,-21,-67,-9128,-9584.4,2020
12,127,1,12,-802,-842.1,2020
37,127,-55,-285,-9243,-9705.15,2020
37,129,-77,-287,-36268,-38081.4,2020
42,129,20,35,1814,1904.7,2020
4,13,43,105,6877,7220.85,2020
6,13,42,124,6838,7179.9,2020
8,13,2,6,435,456.75,2020
25,13,26,47,1274,1337.7,2020
34,13,118,266,7867,8260.35,2020
37,13,-17,-54,-2494,-2618.7,2020
45,13,2,3,-3648,-3830.4,2020
51,13,59,117,10013,10513.65,2020
37,131,-1,-6,-1355,-1422.75,2020
37,133,-39,-24,-11872,-12465.6,2020
42,133,31,59,2444,2566.2,2020
55,133,23,51,2708,2843.4,2020
13,135,5,48,671,704.55,2020
37,135,338,194,14376,15094.8,2020
37,139,34,69,1319,1384.95,2020
37,141,-39,-117,-5520,-5796,2020
48,141,-2,-16,310,325.5,2020
37,145,-177,-348,-10892,-11436.6,2020
37,147,325,510,21326,22392.3,2020
45,15,-3,-32,-1787,-1876.35,2020
37,151,-20,-46,-1341,-1408.05,2020
19,153,24,47,1367,1435.35,2020
37,153,9,10,300,315,2020
39,153,40,81,1959,2056.95,2020
51,153,103,194,15378,16146.9,2020
37,155,0,-17,-35,-36.75,2020
37,157,31,55,1079,1132.95,2020
47,157,31,54,2813,2953.65,2020
48,157,25,80,2997,3146.85,2020
37,159,-5,14,-889,-933.45,2020
26,161,3,-12,-1708,-1793.4,2020
51,161,25,68,2001,2101.05,2020
26,163,51,76,1724,1810.2,2020
37,163,-17,-45,-1389,-1458.45,2020
39,165,20,55,2605,2735.25,2020
47,165,-21,-39,-1590,-1669.5,2020
37,167,-20,-33,-1225,-1286.25,2020
24,17,20,32,1050,1102.5,2020
25,17,133,282,23650,24832.5,2020
34,17,84,197,16698,17532.9,2020
42,17,44,91,5055,5307.75,2020
37,171,-2,-17,-757,-794.85,2020
20,173,20,33,1483,1557.15,2020
37,179,21,17,1042,1094.1,2020
51,179,22,47,1919,2014.95,2020
37,181,-18,-66,-467,-490.35,2020
37,183,2716,5812,201660,211743,2020
37,185,-10,-13,-4408,-4628.4,2020
47,187,-25,-53,-3761,-3949.05,2020
29,189,50,99,5395,5664.75,2020
37,189,56,55,-811,-851.55,2020
4,19,4,24,1096,1150.8,2020
37,19,-254,-488,-34877,-36620.85,2020
45,19,4,-18,-6170,-6478.5,2020
37,191,-26,-109,851,893.55,2020
37,195,12,-11,3189,3348.45,2020
17,197,24,52,2111,2216.55,2020
48,201,-19,-2,-83,-87.15,2020
12,21,15,27,2415,2535.75,2020
24,21,38,81,3404,3574.2,2020
25,21,44,91,5446,5718.3,2020
34,21,48,99,4688,4922.4,2020
37,21,-101,-166,-16527,-17353.35,2020
25,23,33,68,3510,3685.5,2020
34,23,128,290,11223,11784.15,2020
37,23,-13,-26,-935,-981.75,2020
24,25,25,52,3169,3327.45,2020
25,25,97,172,12627,13258.35,2020
34,25,57,112,5711,5996.55,2020
37,25,-23,-29,419,439.95,2020
55,25,40,60,5116,5371.8,2020
24,27,23,68,3700,3885,2020
25,27,5,32,1929,2025.45,2020
34,27,35,83,2191,2300.55,2020
36,27,44,66,2819,2959.95,2020
37,27,13,17,1079,1132.95,2020
34,29,41,94,3103,3258.15,2020
36,29,86,170,7628,8009.4,2020
42,29,31,80,4543,4770.15,2020
48,29,5,35,2911,3056.55,2020
8,31,-81,-92,-2686,-2820.3,2020
12,31,1,-5,-613,-643.65,2020
17,31,208,449,37602,39482.1,2020
24,31,93,165,14325,15041.25,2020
34,31,28,51,1756,1843.8,2020
37,31,-203,-430,-45738,-48024.9,2020
12,33,-25,-37,-1209,-1269.45,2020
22,33,25,45,1917,2012.85,2020
24,33,83,218,6264,6577.2,2020
37,33,-10,-21,-712,-747.6,2020
53,33,-134,-93,-9129,-9585.45,2020
8,35,10,48,2210,2320.5,2020
34,35,35,85,4292,4506.6,2020
37,35,37,39,194,203.7,2020
39,35,26,63,1404,1474.2,2020
45,35,32,49,1525,1601.25,2020
49,35,44,109,3659,3841.95,2020
6,37,292,589,43844,46036.2,2020
27,37,20,45,1770,1858.5,2020
34,37,20,41,1566,1644.3,2020
37,37,-491,-1165,-78995,-82944.75,2020
47,37,-15,-4,-4612,-4842.6,2020
34,39,39,96,6768,7106.4,2020
54,39,20,35,865,908.25,2020
8,41,0,-35,-518,-543.9,2020
48,41,-20,-33,-1151,-1208.55,2020
51,41,-14,-20,-150,-157.5,2020
17,43,78,148,7479,7852.95,2020
42,43,20,51,1734,1820.7,2020
48,439,6,18,335,351.75,2020
37,45,2,-3,468,491.4,2020
42,45,32,68,5145,5402.25,2020
45,45,2,-2,-1195,-1254.75,2020
48,453,-32,-28,-9483,-9957.15,2020
36,47,302,599,35951,37748.55,2020
37,47,5,19,-548,-575.4,2020
37,49,-9,-29,138,144.9,2020
39,49,73,149,4854,5096.7,2020
42,49,28,39,1399,1468.95,2020
49,49,28,60,2774,2912.7,2020
48,491,3,9,-811,-851.55,2020
13,51,29,64,655,687.75,2020
37,51,232,345,19216,20176.8,2020
41,51,-4,-1,-193,-202.65,2020
45,51,-94,-194,-11676,-12259.8,2020
24,510,19,32,549,576.45,2020
51,510,29,94,5667,5950.35,2020
27,53,53,113,9638,10119.9,2020
53,53,-6,6,370,388.5,2020
31,55,24,62,2499,2623.95,2020
36,55,94,165,4524,4750.2,2020
37,55,13,10,-1929,-2025.45,2020
51,550,1,-1,351,368.55,2020
12,57,83,154,526,552.3,2020
18,57,29,56,3529,3705.45,2020
37,57,25,38,1840,1932,2020
6,59,105,257,9835,10326.75,2020
8,59,17,43,659,691.95,2020
36,59,181,393,16395,17214.75,2020
37,59,20,42,1911,2006.55,2020
51,59,177,372,26632,27963.6,2020
12,61,-20,-34,-1577,-1655.85,2020
36,61,284,445,53434,56105.7,2020
37,61,12,15,584,613.2,2020
39,61,51,90,5539,5815.95,2020
53,61,11,19,1275,1338.75,2020
54,61,28,53,1915,2010.75,2020
37,63,603,2294,50686,53220.3,2020
45,63,14,11,-40,-42,2020
6,65,27,60,2242,2354.1,2020
26,65,20,32,970,1018.5,2020
36,65,20,38,1112,1167.6,2020
37,65,3,6,-430,-451.5,2020
47,65,25,42,1896,1990.8,2020
51,650,36,56,1792,1881.6,2020
6,67,19,50,1829,1920.45,2020
13,67,1,15,1636,1717.8,2020
21,67,3,5,-735,-771.75,2020
36,67,68,90,4876,5119.8,2020
37,67,103,138,6076,6379.8,2020
41,67,3,5,1936,2032.8,2020
51,680,6,13,444,466.2,2020
8,69,-5,-13,-1318,-1383.9,2020
12,69,3,-4,322,338.1,2020
37,69,-696,-1595,-47966,-50364.3,2020
51,700,9,13,933,979.65,2020
6,71,34,68,2154,2261.7,2020
12,71,33,64,2303,2418.15,2020
22,71,21,25,927,973.35,2020
36,71,59,103,4638,4869.9,2020
37,71,-28,-53,-1933,-2029.65,2020
42,71,32,52,3270,3433.5,2020
51,710,23,36,1332,1398.6,2020
1,73,31,49,1955,2052.75,2020
6,73,135,299,9994,10493.7,2020
12,73,24,35,2442,2564.1,2020
13,73,22,49,1670,1753.5,2020
6,75,43,80,23029,24180.45,2020
51,760,28,26,2690,2824.5,2020
26,77,24,50,2496,2620.8,2020
37,77,-318,-772,-19603,-20583.15,2020
42,77,33,67,5467,5740.35,2020
51,770,-24,-32,-1280,-1344,2020
45,79,64,79,2628,2759.4,2020
55,79,8,23,820,861,2020
51,800,24,44,1734,1820.7,2020
6,81,23,73,13730,14416.5,2020
12,81,-7,-10,-2653,-2785.65,2020
26,81,2,14,283,297.15,2020
36,81,276,552,17981,18880.05,2020
37,81,43,35,11288,11852.4,2020
51,810,28,24,2243,2355.15,2020
37,83,45,64,1256,1318.8,2020
45,83,0,-2,47,49.35,2020
51,83,0,4,-142,-149.1,2020
6,85,5,225,20851,21893.55,2020
36,85,33,73,2395,2514.75,2020
37,85,-346,-901,-19083,-20037.15,2020
48,85,-2,-18,-322,-338.1,2020
12,86,194,446,10392,10911.6,2020
36,87,32,61,2745,2882.25,2020
37,87,-23,-39,-1780,-1869,2020
51,87,-4,37,3505,3680.25,2020
1,89,22,41,1253,1315.65,2020
13,89,-5,-40,-1927,-2023.35,2020
17,89,26,60,3757,3944.85,2020
37,89,-16,-35,-2693,-2827.65,2020
12,91,-6,9,-741,-778.05,2020
20,91,16,54,3078,3231.9,2020
37,91,21,36,564,592.2,2020
42,91,-4,21,-913,-958.65,2020
45,91,-16,-33,-1884,-1978.2,2020
37,93,13,28,692,726.6,2020
47,93,19,16,2144,2251.2,2020
12,95,87,120,5983,6282.15,2020
29,95,-22,-33,-1188,-1247.4,2020
39,95,21,35,1358,1425.9,2020
42,95,27,51,2375,2493.75,2020
51,95,21,35,1615,1695.75,2020
12,97,-7,-11,-965,-1013.25,2020
17,97,37,89,11704,12289.2,2020
18,97,17,39,2072,2175.6,2020
37,97,-6,-57,-467,-490.35,2020
12,99,88,173,1094,1148.7,2020
26,99,27,54,1411,1481.55,2020
37,99,-27,-38,-2004,-2104.2,2020
6,1,113,300,31056,31056,2021
8,1,12,23,657,657,2021
9,1,144,290,20496,20496,2021
11,1,88,139,16679,16679,2021
12,1,38,43,1829,1829,2021
16,1,-24,-38,-2193,-2193,2021
35,1,2,5,532,532,2021
36,1,36,62,1779,1779,2021
37,1,-806,-1636,-42795,-42795,2021
9,3,91,168,7767,7767,2021
10,3,24,42,2506,2506,2021
15,3,8,25,559,559,2021
18,3,21,37,1503,1503,2021
24,3,33,69,5912,5912,2021
32,3,71,148,5251,5251,2021
34,3,95,226,10607,10607,2021
42,3,108,190,10626,10626,2021
51,3,-12,-39,-1288,-1288,2021
8,5,37,79,4265,4265,2021
23,5,29,62,2327,2327,2021
24,5,84,162,8755,8755,2021
25,5,32,59,2161,2161,2021
34,5,45,81,3204,3204,2021
36,5,147,266,7056,7056,2021
34,7,39,73,3255,3255,2021
36,7,33,55,2222,2222,2021
44,7,33,52,3578,3578,2021
50,7,22,37,2286,2286,2021
9,9,91,175,7559,7559,2021
12,9,5,7,-542,-542,2021
25,9,67,130,6034,6034,2021
37,9,-41,-73,-3018,-3018,2021
12,101,-16,-32,-2581,-2581,2021
37,101,-2193,-4612,-120548,-120548,2021
42,101,36,111,5636,5636,2021
12,103,-30,-38,-1835,-1835,2021
19,103,21,36,1666,1666,2021
36,103,342,685,26901,26901,2021
12,105,-20,-52,-2291,-2291,2021
37,105,-254,-496,-14289,-14289,2021
37,107,-1,7,-774,-774,2021
51,107,79,164,12574,12574,2021
12,109,-18,-59,-2190,-2190,2021
37,109,4,7,1369,1369,2021
40,109,25,45,1119,1119,2021
12,11,199,421,15044,15044,2021
33,11,27,49,2497,2497,2021
42,11,25,41,1569,1569,2021
6,111,47,99,5143,5143,2021
21,111,14,25,2801,2801,2021
12,113,-20,-32,-1010,-1010,2021
39,113,22,37,1703,1703,2021
48,113,-18,-1,2871,2871,2021
12,115,22,17,1732,1732,2021
12,117,18,23,2218,2218,2021
13,117,-10,-38,-1872,-1872,2021
37,117,21,31,719,719,2021
51,117,-5,-10,-1967,-1967,2021
5,119,21,30,1309,1309,2021
12,119,-21,-31,-2052,-2052,2021
36,119,142,295,20803,20803,2021
37,119,-165,-187,-4458,-4458,2021
13,121,5,9,4459,4459,2021
48,121,15,29,731,731,2021
51,121,20,18,1613,1613,2021
8,123,21,40,2190,2190,2021
27,123,8,29,878,878,2021
26,125,70,152,7934,7934,2021
37,125,-48,-109,-8637,-8637,2021
42,125,25,43,1882,1882,2021
47,125,1,20,-78,-78,2021
12,127,-10,-14,-1249,-1249,2021
37,127,-127,-291,-1685,-1685,2021
37,129,-222,-459,-50549,-50549,2021
42,129,22,38,1585,1585,2021
4,13,112,274,10081,10081,2021
6,13,120,293,23069,23069,2021
8,13,-17,-9,-997,-997,2021
34,13,117,262,10206,10206,2021
37,13,-22,-55,-5048,-5048,2021
45,13,-10,-26,-3001,-3001,2021
51,13,56,111,11865,11865,2021
37,131,24,39,1057,1057,2021
37,133,-23,-105,-8479,-8479,2021
55,133,39,94,4521,4521,2021
13,135,20,2,2679,2679,2021
37,135,328,281,21860,21860,2021
37,137,-31,-51,-2923,-2923,2021
37,139,1,0,-527,-527,2021
37,141,-77,-196,-17083,-17083,2021
48,141,22,49,787,787,2021
40,143,22,40,2064,2064,2021
37,145,-123,-243,-7229,-7229,2021
37,147,336,455,19378,19378,2021
47,149,-2,-9,-335,-335,2021
12,15,1,2,-319,-319,2021
33,15,31,83,4134,4134,2021
45,15,-1,5,-1312,-1312,2021
37,151,-66,-137,-3623,-3623,2021
19,153,-52,-84,-1695,-1695,2021
37,153,29,47,1158,1158,2021
39,153,47,75,3083,3083,2021
51,153,59,93,5542,5542,2021
37,155,4,3,-890,-890,2021
37,157,-33,-65,-1254,-1254,2021
47,157,44,82,4420,4420,2021
48,157,1,5,694,694,2021
37,159,7,4,144,144,2021
26,161,73,114,5081,5081,2021
37,161,-2,-4,-820,-820,2021
51,161,26,44,2902,2902,2021
19,163,21,37,1815,1815,2021
26,163,29,58,2655,2655,2021
37,163,-4,-54,-1566,-1566,2021
37,165,25,34,919,919,2021
39,165,23,56,3145,3145,2021
24,17,4,19,963,963,2021
25,17,120,250,21232,21232,2021
34,17,71,149,12917,12917,2021
37,17,-30,-53,-1555,-1555,2021
42,17,52,95,5987,5987,2021
37,171,2,9,1583,1583,2021
51,177,24,43,2030,2030,2021
37,179,0,-18,-1477,-1477,2021
51,179,25,48,1700,1700,2021
37,181,31,48,-1575,-1575,2021
37,183,2682,5603,175854,175854,2021
37,185,-22,-50,-4419,-4419,2021
47,187,-4,-7,253,253,2021
29,189,55,126,6755,6755,2021
37,189,1,-50,-7283,-7283,2021
4,19,-10,-8,-690,-690,2021
34,19,29,52,3282,3282,2021
37,19,-319,-615,-50289,-50289,2021
42,19,20,33,1880,1880,2021
45,19,-18,-39,-1841,-1841,2021
37,191,-26,-120,-2174,-2174,2021
37,193,-24,-51,-2353,-2353,2021
37,195,-77,-178,-5466,-5466,2021
17,197,33,71,3590,3590,2021
48,201,23,77,9845,9845,2021
12,21,-2,1,-282,-282,2021
24,21,10,15,722,722,2021
25,21,77,185,11352,11352,2021
34,21,24,56,3869,3869,2021
37,21,-81,-144,-15461,-15461,2021
13,215,20,38,1578,1578,2021
25,23,29,59,1862,1862,2021
34,23,127,344,15278,15278,2021
37,23,26,36,992,992,2021
24,25,26,47,2895,2895,2021
25,25,58,98,10422,10422,2021
34,25,46,95,7136,7136,2021
37,25,1,-26,-328,-328,2021
55,25,31,48,2457,2457,2021
24,27,35,79,6235,6235,2021
25,27,52,128,5303,5303,2021
34,27,94,200,14491,14491,2021
36,27,37,73,2636,2636,2021
37,27,-1,-10,-896,-896,2021
6,29,24,44,1178,1178,2021
34,29,29,65,1536,1536,2021
36,29,44,90,2442,2442,2021
42,29,29,59,4603,4603,2021
48,29,-42,-74,-1238,-1238,2021
8,31,-39,-29,-758,-758,2021
12,31,0,-4,727,727,2021
17,31,244,515,41989,41989,2021
24,31,96,181,5609,5609,2021
34,31,52,133,4108,4108,2021
37,31,-235,-443,-44068,-44068,2021
12,33,20,28,715,715,2021
22,33,30,58,2558,2558,2021
24,33,113,214,9284,9284,2021
37,33,-2,-14,513,513,2021
53,33,-46,74,13110,13110,2021
48,339,-5,-8,123,123,2021
8,35,2,10,-358,-358,2021
34,35,32,102,8435,8435,2021
37,35,6,5,-326,-326,2021
39,35,37,63,3836,3836,2021
45,35,2,-4,-110,-110,2021
49,35,24,81,-228,-228,2021
6,37,331,696,32764,32764,2021
27,37,28,67,4354,4354,2021
34,37,21,43,1364,1364,2021
37,37,-509,-1243,-91956,-91956,2021
47,37,-21,-20,1018,1018,2021
34,39,97,191,9423,9423,2021
54,39,25,49,1350,1350,2021
8,41,67,145,3125,3125,2021
37,41,21,35,1085,1085,2021
39,41,22,51,2923,2923,2021
42,41,20,31,1274,1274,2021
45,41,27,44,1637,1637,2021
51,41,-4,-8,974,974,2021
17,43,37,89,4762,4762,2021
48,439,-12,-20,1779,1779,2021
24,45,22,39,1023,1023,2021
37,45,3,2,-343,-343,2021
42,45,36,74,3056,3056,2021
45,45,6,-3,584,584,2021
48,453,-48,-29,3395,3395,2021
36,47,285,570,26087,26087,2021
37,47,10,30,1010,1010,2021
37,49,4,29,222,222,2021
39,49,70,140,7458,7458,2021
42,49,24,34,1596,1596,2021
49,49,14,8,-1574,-1574,2021
48,491,6,23,1387,1387,2021
13,51,-3,10,-80,-80,2021
37,51,234,451,17561,17561,2021
41,51,0,3,741,741,2021
45,51,-121,-221,-18138,-18138,2021
24,510,57,96,6610,6610,2021
51,510,51,93,6026,6026,2021
27,53,44,118,5270,5270,2021
53,53,8,10,676,676,2021
51,540,30,34,1646,1646,2021
31,55,27,68,3526,3526,2021
36,55,143,258,13467,13467,2021
37,55,-7,-21,-2991,-2991,2021
51,550,2,10,1610,1610,2021
12,57,-34,-44,718,718,2021
13,57,-23,-46,-1854,-1854,2021
18,57,29,85,5159,5159,2021
37,57,-9,-24,-1392,-1392,2021
45,57,-6,-15,-953,-953,2021
6,59,120,317,18409,18409,2021
8,59,-8,-8,-1613,-1613,2021
13,59,23,27,1459,1459,2021
36,59,247,494,27374,27374,2021
37,59,0,3,-107,-107,2021
51,59,246,453,32102,32102,2021
51,590,23,34,1115,1115,2021
6,61,25,50,2094,2094,2021
12,61,22,40,2196,2196,2021
36,61,163,271,36020,36020,2021
37,61,-24,-45,-741,-741,2021
39,61,21,37,1246,1246,2021
53,61,13,45,2474,2474,2021
54,61,21,46,2267,2267,2021
13,63,-20,-46,-777,-777,2021
37,63,923,2665,98756,98756,2021
45,63,-2,-15,-1713,-1713,2021
6,65,44,119,2698,2698,2021
26,65,25,54,2998,2998,2021
36,65,23,35,1381,1381,2021
37,65,-1,-15,-612,-612,2021
47,65,6,20,1001,1001,2021
51,650,-1,2,-94,-94,2021
6,67,55,108,6019,6019,2021
13,67,-13,-34,-286,-286,2021
21,67,14,20,1655,1655,2021
36,67,49,82,3287,3287,2021
37,67,93,65,6546,6546,2021
41,67,11,43,1863,1863,2021
51,680,39,63,2667,2667,2021
8,69,-4,-6,-743,-743,2021
12,69,9,8,343,343,2021
37,69,-819,-1835,-60948,-60948,2021
51,700,14,13,879,879,2021
6,71,22,43,810,810,2021
12,71,14,14,-2084,-2084,2021
22,71,10,15,2394,2394,2021
36,71,73,147,7165,7165,2021
37,71,2,-13,-1125,-1125,2021
42,71,29,52,2354,2354,2021
51,710,25,35,2070,2070,2021
1,73,-1,5,489,489,2021
6,73,180,417,22415,22415,2021
12,73,17,15,1099,1099,2021
13,73,-20,-42,-1624,-1624,2021
6,75,89,138,27051,27051,2021
51,760,8,7,1408,1408,2021
37,77,-289,-616,-15789,-15789,2021
42,77,2,11,355,355,2021
51,770,34,57,1422,1422,2021
37,79,-20,-27,-617,-617,2021
42,79,26,49,1287,1287,2021
45,79,39,16,489,489,2021
55,79,21,49,2239,2239,2021
6,81,27,103,13512,13512,2021
12,81,-14,-33,-2295,-2295,2021
26,81,28,64,2327,2327,2021
36,81,267,499,18985,18985,2021
37,81,172,123,7474,7474,2021
51,810,98,200,7139,7139,2021
12,83,-5,-10,-77,-77,2021
36,83,25,37,1120,1120,2021
37,83,9,21,-1490,-1490,2021
45,83,-1,-12,-285,-285,2021
51,83,5,9,102,102,2021
6,85,94,422,58021,58021,2021
12,85,22,33,1040,1040,2021
36,85,43,76,3835,3835,2021
37,85,-652,-1524,-48909,-48909,2021
48,85,-41,-54,-3659,-3659,2021
12,86,205,447,11443,11443,2021
36,87,44,91,4182,4182,2021
37,87,-27,-37,-1741,-1741,2021
51,87,20,40,3882,3882,2021
1,89,3,-11,576,576,2021
13,89,-11,-6,2050,2050,2021
17,89,36,78,4564,4564,2021
37,89,-22,-32,-1645,-1645,2021
42,89,29,47,1409,1409,2021
12,91,4,8,897,897,2021
20,91,11,23,-154,-154,2021
36,91,29,56,3204,3204,2021
37,91,25,56,911,911,2021
42,91,47,81,1981,1981,2021
45,91,-19,-29,-1766,-1766,2021
36,93,25,65,1207,1207,2021
37,93,-10,-21,-218,-218,2021
47,93,-47,-78,-5132,-5132,2021
12,95,143,253,4853,4853,2021
29,95,25,44,2099,2099,2021
39,95,20,37,1094,1094,2021
42,95,26,44,1617,1617,2021
51,95,23,41,2036,2036,2021
6,97,28,61,3881,3881,2021
12,97,-11,-29,-2310,-2310,2021
17,97,55,109,6744,6744,2021
18,97,21,30,2328,2328,2021
37,97,-28,-56,-5283,-5283,2021
12,99,102,204,2530,2530,2021
